Gene	Antibody Count
TNS3	0
SPDYE1	0
CHST12	1
IGF2BP3	12
GPNMB	14
RAPGEF5	9
RAC1	9
KDELR2	1
NUPL2	0
IL6	248
ZDHHC4	0
AOAH	1
BZW2	0
DGKB	1
TBRG4	0
DDX56	19
HUS1	7
NACAD	0
DBNL	6
CCM2	12
MYO1G	0
TTYH3	0
MMD2	0
CIDEB	9
TTC5	4
NKX2-8	1
NKX2-1	88
ZFHX2	0
MTHFS	9
ADAMTS7	0
ABHD17C	0
IREB2	5
ALPK3	21
TM6SF1	0
CIB2	6
CALCOCO2	33
RSAD1	1
NMT1	0
MYCBPAP	0
SRSF1	3
VEZF1	8
CHAD	4
TACO1	1
TEX2	0
DCAF7	2
GH2	17
CSH1	22
LIMD2	0
BRIP1	18
KAT7	1
RTP4	0
ACTL6A	10
NDUFB5	7
MRPL47	1
TRA2B	9
SCN2A	0
TBR1	9
MARCH7	9
ERMN	1
GALNT5	0
SCN7A	0
TANK	25
BLK	35
GATA4	11
SKIL	17
EPRS	18
HLX	1
VPS45	0
IL10	185
KCTD3	1
RPS6KC1	49
CBWD2	0
IL36G	2
IL1RN	46
IL36A	1
IL36RN	0
IL36B	1
IL1F10	3
CFC1	2
SMPD4	0
WDR33	0
CCDC115	1
SAP130	3
BIN1	30
IMP4	3
HS6ST1	4
UGGT1	47
GYPC	47
STAM	19
GAD2	21
ABI1	4
YME1L1	3
DNAJC1	1
NIPSNAP3A	0
LRRC8A	0
CDK9	18
TXN	93
ODF2	1
ECPAS	0
TOR1B	8
C9orf78	0
SMC2	1
KLF4	27
TOR1A	4
RALGPS1	1
FAM129B	0
OR1J1	0
OR13C9	0
ST6GALNAC4	0
TMOD1	10
DAB2IP	2
STXBP1	15
SLC2A8	1
ANGPTL2	8
CDK5RAP2	2
ZFP37	0
SLC31A2	0
SLC31A1	2
TLR4	138
ZNF189	0
ALDOB	19
STX17	0
PRPF4	0
FPGS	1
USP20	5
BAAT	11
KIF12	0
ATP6V1G1	1
TEX10	1
GARNL3	0
MRPL50	0
DPM2	0
WDR38	0
TSTD2	0
GABBR2	12
HEMGN	2
PSMB7	2238
NR5A1	20
TRMO	0
RABEPK	66
GOLGA1	9
XPA	67
NCBP1	1
ANP32B	25
OR1L4	0
PDCL	1
RPL35	0
CTSV	15
LMX1B	1
ARPC5L	1
ENPP2	3
DSCC1	0
DERL1	4
MYC	102
NOV	13
IL33	30
DMAC1	0
RANBP6	1
POLR1E	5
PLAA	88
IL11RA	10
UBAP2	23
APTX	1
RNF38	0
TLN1	30
CCL21	5
SIT1	25
IFNA21	2
DMRT1	22
DNAJB5	9
SPAG8	2
DCTN3	2
CD72	60
TMEM8B	1
GRHPR	20
ALDH1B1	2
HINT2	5
ARHGEF39	0
IGFBPL1	0
DENND4C	0
RPS6	32
CNPY3	0
FOXP4	3
PPIL1	15
KLC4	0
KIF13A	0
ZSCAN9	4
PIM1	57
GMPR	1
CMTR1	0
TFAP2A	58
SLC22A7	1
YIPF3	0
TMEM14B	0
TMEM63B	0
FRS3	0
TJAP1	1
CAPN11	1
TINAG	0
HCRTR2	14
KIAA0319	0
IRF4	56
SLC22A23	0
TUBB2A	31
LRRC1	0
GCM1	31
FOXF2	28
BPHL	0
RIPK1	55
TUBB2B	12
UQCC2	0
HMGA1	2
TCF19	9
FLOT1	12
IER3	1
MDC1	2
PGBD1	2
ATAT1	1
TPMT	25
CLPS	8
RNF144B	22
NRM	1
MTCH1	38
VARS2	9
TAF8	0
FAM8A1	0
C6orf52	0
FGFBP1	7
FGFBP2	0
CPEB2	0
FHDC1	0
TLR2	227
MGARP	0
TTC29	0
MYO7A	11
FCHSD2	1
ARRB1	18
SLCO2B1	0
THAP12	0
ANKRD42	0
IL18BP	15
NUMA1	21
CCDC90B	0
SYTL2	0
RAB30	15
CREBZF	0
LRRC32	1
PRCP	1
NARS2	5
RNF121	1
MRPL15	3
PI15	8
TTPA	16
GGH	56
SLCO5A1	0
SULF1	1
TGS1	2
SDCBP	13
NEK1	1
DDX60	1
NXPE4	0
SORL1	23
TMPRSS4	16
BUD13	0
TRPC6	4
MMP7	56
MMP20	6
MMP27	1
C11orf70	0
DCUN1D5	0
YAP1	31
TRIM29	2
SLC37A4	0
BTG4	7
POU2F3	5
RDX	77
PPP2R1B	6
FDX1	3
C11orf1	1
FXYD6	1
ARHGAP20	0
FXYD2	10
MMP13	62
TMPRSS13	16
CASP1	52
CASP5	5
ALKBH8	0
MAP2K5	33
UNC13C	0
SQOR	0
CTDSPL2	0
SLTM	85
THBS1	80
MAPKBP1	0
NUSAP1	0
NDUFAF1	3
KIF23	5
ITGA11	0
KNL1	0
HAUS2	1
RTF1	2
PARP6	0
RPLP1	2
PAQR5	6
LRRC49	1
TUBGCP4	1
RMDN3	0
ITPKA	0
UACA	0
SMAD6	38
PLCB2	4
TMEM62	1
PAK6	1
ADAM10	24
DUOX1	1
SLC28A2	1
STRA6	1
CYP19A1	11
ZNF280D	0
SEMA6D	0
BCL2L10	3
RSL24D1	3
SPTBN5	0
GCOM1	1
GCHFR	35
BCAR3	7
TTLL7	1
FNBP1L	0
KYAT3	0
GTF2B	31
BRDT	0
RABGGTB	8
IFI44L	1
GIPC2	0
ARHGAP29	0
IFI44	20
SLC44A5	0
CLCA2	9
DNASE2B	0
DBT	1
RTCA	1
IFT172	0
SELENOI	0
CGREF1	7
HADHB	0
KHK	22
ADCY3	14
PPM1B	27
PNPT1	0
DYNC2LI1	1
LHCGR	1
THUMPD2	0
CYP1B1	9
SULT6B1	0
RAB1A	1
ACTR2	19
PREB	2
SLC5A6	0
ABCG5	1
PREPL	1
SLC3A1	7
EMILIN1	9
FBXO11	12
SIX3	21
ATRAID	0
CENPO	0
LRPPRC	57
TRIM54	15
DTNB	10
ACTR1A	1
CYP2C9	6
MFSD13A	0
CYP2C8	0
MYOF	2
LOXL4	5
STAMBPL1	2
CH25H	3
LBX1	21
ATAD1	0
BTBD16	0
KIF11	20
CUZD1	0
TACC2	15
DUSP5	27
CALHM2	0
ARL3	10
CEP55	12
KIF20B	13
ENTPD1	37
EXOC6	0
PLCE1	0
RBP4	89
DBR1	2
DNAJC13	0
GPR87	0
ANXA7	9
FAM149B1	1
ASCC1	5
PLA2G12B	0
ZNF365	13
OIT3	8
ADAMTS14	1
RPS24	0
TET1	3
DNA2	0
MYPN	10
AOX1	3
ATIC	23
SMARCAL1	0
BARD1	14
STAT4	50
MSTN	31
CARF	24
ASNSD1	0
METTL5	0
SSB	21
NAB1	19
CDK15	1
PPIG	25
FASTKD1	0
MDH1B	1
HECW2	10
IDH1	17
OLA1	1
CIR1	2
SSFA2	7
CHRNA1	7
FAM117B	1
WDR12	0
ABI2	0
ITGAV	101
SLC40A1	1
SLC35A5	0
DIRC2	1
SENP7	4
GUCA1C	1
CCDC54	0
COX17	12
PARP9	1
MNS1	0
USP8	2
SECISBP2L	1
TMOD3	5
SPPL2A	7
GLCE	0
SHF	0
APH1B	1
INTS14	0
CILP	6
PARP16	3
PPCDC	0
HCN4	5
SEMA7A	35
UBL7	0
ARHGAP24	0
FAM13A	1
HERC3	11
HERC6	0
HERC5	0
PCDH10	7
NDST4	1
ZGRF1	0
AP1AR	0
COPS4	1
HNRNPD	0
PRKG2	0
RASGEF1B	1
SEC31A	2
FGF5	16
GPAT3	2
IL21	20
FGF2	71
BBS7	6
KIAA1109	1
BMPR1B	19
RAP1GDS1	1
LARP1B	1
MMRN1	224
PDE5A	6
PRDM5	0
TRPC3	0
NAAA	11
NUP54	1
CXCL9	11
BMP2K	10
G3BP2	0
SEPT11	10
FRAS1	0
SCARB2	161
CCNG2	9
CNOT6L	0
USO1	15
CDKL2	15
SHROOM3	1
ANXA3	19
PPA2	2
CENPE	13
GSTCD	0
INTS12	0
ENPEP	51
CASP6	40
LEF1	100
HADH	16
EGF	167
PAPSS1	8
SEC24B	0
C4orf17	0
PPP3CA	15
SLC39A8	0
MTTP	0
FBN2	0
MAPK8IP3	2
RGS3	11
GUCD1	0
TTLL8	0
RNF185	3
SHISAL1	0
PARVG	9
B4GALNT3	0
PDE6H	1
ERP27	1
ETV6	14
GABARAPL1	1
KIF21A	9
CPNE8	0
YARS2	1
FGD4	0
ALG10	0
PIK3C2G	6
SINHCAF	0
PLCZ1	0
AEBP2	4
SLCO1C1	8
ETFBKMT	0
ETNK1	2
ZCRB1	1
TMEM117	0
PRICKLE1	0
C1RL	1
NDUFA9	14
CLSTN3	0
KLRG1	7
VAMP1	28
TAPBPL	18
CD27	66
RBP5	2
PEX5	10
PIANP	0
SLC38A4	0
AMIGO2	3
SCAF11	0
COL2A1	13
PPFIA2	0
ANP32D	0
LLPH	0
LRIG3	4
MARCH9	1
INHBE	1
GLIPR1	0
TPH2	1
PHLDA1	4
TMEM19	0
LGR5	22
PTPRQ	0
DUSP6	21
POC1B	0
TMTC3	0
LUM	4
KERA	1
SNRPF	7
AMDHD1	0
NEDD1	10
SYCP3	14
ASCL1	22
GAS2L3	7
TMEM132B	0
SLC15A4	0
TDG	2
RITA1	0
SDSL	38
MMAB	8
GLTP	1
GIT2	13
TCHP	22
FAM222A	0
FOXN4	0
NUP58	0
MTMR6	1
SLC46A3	0
SLC7A1	32
PDX1	27
LNX2	7
SUOX	15
CCDC65	1
SLC39A5	0
TARBP2	21
RDH16	1
DHH	12
ACVRL1	27
GPR84	12
NPFF	0
NABP2	1
N4BP2L1	0
CELA1	5
SMARCC2	2
BRCA2	39
KANSL2	0
CERS5	0
MAP3K12	4
ITGB7	11
GALNT6	8
CSAD	9
LMBR1L	0
C12orf10	0
ESYT1	2
TMBIM6	16
ANKRD52	0
KRT71	1
ZNF740	1
SMIM2	0
WDFY2	1
HNRNPA1L2	1
LPAR6	1
ESD	4
RB1	258
SBNO1	2
MORN3	1
SETD1B	0
VPS33A	0
VPS37B	1
RHOF	0
DENR	15
DIAPH3	2
SLAIN1	0
RBM26	0
SRRM4	0
METTL21C	1
MBNL2	3
RNF113B	8
ZIC5	0
ABHD13	0
RAB20	3
GRTP1	0
CUL4A	7
TTC6	0
SSTR1	5
CDH24	0
REM2	0
CBLN3	0
TSSK4	0
NOVA1	12
FITM1	1
MDGA2	0
TMX1	8
FRMD6	0
PELI2	1
RTN1	37
C14orf37	0
SYT16	0
SLC38A6	0
NAA30	0
ADAM21	1
RDH12	1
DCAF5	1
RAB15	8
WDR89	0
ESR2	79
KCNH5	0
STON2	1
EFCAB11	1
GPR65	3
PTGR2	0
JDP2	0
AK7	19
FAM181A	0
SLC24A4	0
FBLN5	11
SERPINA10	10
CLBA1	0
WARS	12
SLC25A47	1
WDR20	14
NIPA2	0
SLC12A6	0
DUOXA1	0
MFAP1	0
TCF12	17
SORD	25
SERF2	0
ZSCAN29	1
DUOXA2	0
DUOX2	0
LYSMD2	0
SLC27A2	4
FGF7	20
HDC	4
GCNT3	0
BNIP2	1
GTF2A2	2
SRP14	1
BAHD1	0
DISP2	0
CDAN1	0
TLE3	3
ANP32A	12
COMMD4	0
UBE2Q2	10
PSTPIP1	7
ETFA	3
BCL2A1	221
HMG20A	9
SCAPER	0
TSPAN3	1
WDR61	9
NCOA2	36
NEIL1	3
MAN2C1	1
DNAJA4	9
TLNRD1	0
TPM1	14
IGF1R	149
ARRDC4	1
PIF1	1
USP3	8
CYP11A1	1
BBS4	3
PML	19
CYP1A1	9
ADAMTS17	9
LINS1	0
ULK3	0
GOLGA6D	0
PCSK6	9
CCDC33	0
CELF6	1
SCAMP2	9
CYP1A2	29
LMAN1L	0
HAPLN3	0
RHCG	10
POLG	4
RLBP1	23
FANCI	1
ABHD2	0
WDR93	0
TICRR	0
NTRK3	29
DET1	0
MFGE8	25
ZNF710	0
UNC45A	1
ST8SIA2	16
MCTP2	0
FURIN	15
IQGAP1	23
CRTC3	2
EFL1	0
SH3GL3	2
SEC11A	2
SEPT12	0
GLYR1	3
PMM2	10
SLC5A2	7
ITGAX	99
TGFB1I1	11
C16orf58	0
ARMC5	0
PARN	12
FTO	6
UQCRC2	6
CDR2	12
IGSF6	9
ARHGAP17	1
MYLK3	0
ABCC12	2
NKD1	1
DHX38	10
TXNL4B	0
MARVELD3	0
CHST4	6
ZFHX3	8
CLEC18B	0
CPNE2	1
NLRC5	0
KATNB1	11
KIFC3	0
ADAMTS18	1
NUDT7	0
GCSH	11
CMTM3	0
CMTM2	0
CDH11	18
NOL3	13
MAP1LC3B	13
MBTPS1	2
CDH13	30
ZCCHC14	0
TLDC1	0
ADAD2	0
OSGIN1	1
IRF8	5
RHOT2	1
RPL3L	1
ZSCAN32	0
RPS2	9
NDUFB10	9
PDPK1	39
TIGD7	0
DEF8	3
TCF25	1
GALNS	0
GAS8	2
MED9	0
NCOR1	4
COPS3	12
GID4	0
ZNF287	3
MYOCD	2
KSR1	21
UTP4	0
RANBP10	1
CTRL	0
DPEP3	26
GFOD2	0
NOB1	3
PRPSAP2	2
UNC45B	4
PCTP	16
OR4D1	1
TOM1L1	2
KIF2B	0
C17orf80	0
TOB1	5
VPS53	1
SPATA22	3
SGSM2	0
NPEPPS	188
SKAP1	18
LRRC46	0
SCRN2	0
SSH2	6
RHBDL3	1
SPACA3	1
ARSG	0
ABCA8	0
G6PC3	1
CLTC	13
C17orf64	0
BCAS3	9
PTRH2	0
SS18	2
TAF4B	6
AFG3L2	4
PRELID3A	0
IMPA2	0
GNAL	2
SLC39A6	0
RPRD1A	11
C18orf21	0
GALNT1	1
ASXL3	0
ADCYAP1	5
MEP1B	0
SLC25A52	1
GAREM1	0
ESCO1	0
OSBPL1A	1
GATA6	3
GREB1L	0
RMC1	0
PELP1	14
NPC1	13
SLC14A1	1
ARRB2	12
SLC13A5	1
ZMYND15	9
WRAP53	5
MINK1	96
SAT2	3
ASGR1	3
PIK3R5	13
TP53	863
CCDC40	1
ARHGDIA	32
TMC6	0
SLC16A3	1
CARD14	6
TTYH2	0
RAB40B	2
EIF4A3	18
CSNK1D	3
ANAPC11	15
TBCD	0
FN3KRP	0
NARF	9
RPTOR	14
FOXK2	0
TRIM65	0
CBX8	20
SECTM1	1
RNF157	5
CEP131	0
ZNF750	0
WDR45B	0
CBX4	2
RNF165	0
DYM	7
MAPK4	11
ELAC1	12
MBD1	26
SMAD4	91
TNFRSF11A	34
ZCCHC2	0
FBXO15	0
CBLN2	0
PMAIP1	22
P3H4	0
NT5C3B	0
RETREG3	0
ERBB2	448
GRB7	10
MIEN1	2
PNMT	63
ARL5C	0
STAC2	0
IGFBP4	34
FKBP10	15
TXNL4A	7
CACNA1A	3
MISP3	0
SAMD1	0
BRD4	9
SLC39A3	0
NFIC	28
TPGS1	0
PLPP2	0
ZIM3	0
PRDM15	1
PFKL	9
FEM1A	0
VAV1	43
MVB12A	0
CIB3	0
SH3GL1	13
DUS3L	0
DPP9	15
DMRTC2	0
CCDC97	0
TMEM91	0
ZFP14	0
SIRT3	3
IFITM3	7
PGGHG	0
HUNK	25
COL6A1	4
IFNAR1	12
SOD1	56
COL6A2	8
SIK1	3
DNMT3L	1
TRPM2	2
SCYL1	28
TMEM50B	1
APP	172
DOPEY2	0
URB1	0
AKT1	291
IL19	6
EMP3	14
SAE1	20
NTN5	1
LMTK3	21
GEMIN7	7
CBLC	6
WTIP	1
ADAMTS10	2
SLC6A3	10
RNPEPL1	1
CAPN10	0
MYO1F	2
ERVK3-1	0
NLRP12	9
CACNG8	1
ZNF787	0
TIMM29	0
FBN3	6
CARM1	12
EVI5L	0
TM4SF5	0
SLC47A1	0
PSMB6	65
GPR32	0
SIGLEC10	7
ACP4	0
KLK3	68
ZNF473	0
FAM71E1	0
RPS11	2
PTH2	0
AC020909.1	0
RPL13A	0
CTU1	0
NOSIP	4
IGLON5	0
RCN3	0
ZNF614	0
SLC2A5	13
RERE	653
MMEL1	3
CFAP74	0
PRDM16	0
CELA2A	39
PADI3	1
FHAD1	0
PADI1	1
EPHA2	31
ARHGEF19	0
EFHD2	1
PEX14	2
PGD	9
MYOM3	1
SH3BGRL3	0
CNKSR1	2
RPL11	2
IL22RA1	8
ZNF593	0
C1orf216	0
KIAA0319L	0
EVA1B	0
C1orf94	0
DMRTA2	0
PLK4	7
MAP3K6	0
FCN3	4
GPN2	0
SYTL1	0
WDTC1	1
CELA3A	9
NBPF3	0
HSPG2	89
ITGB3BP	13
SERBP1	17
BCL10	84
CYR61	13
PRKACB	15
PIGK	0
TINAGL1	12
AZIN2	0
RPS8	1
KIF2C	14
PTPRF	4
BEST4	0
MOB3C	1
CYP4B1	0
TMEM61	0
DMRTB1	0
LMO4	13
SYPL2	0
BARHL2	0
MTF2	1
SLC44A3	0
IGSF3	1
ZNF697	0
CTTNBP2NL	0
STRIP1	0
KCNA10	0
PSMA5	2
FNDC7	0
C1orf162	0
CD53	60
PROK1	7
CELSR2	1
ITGA10	1
GPR161	1
ALDH9A1	3
ATP1B1	7
TIPRL	4
NME7	8
POGK	17
MPC2	2
CREG1	12
DCAF6	1
GPA33	1
RXRG	22
TBX19	4
UCK2	1
TMCO1	1
XCL1	5
XCL2	1
POU2F1	16
MAEL	0
ILDR2	0
DPT	3
MGST3	2
ADCY10	3
COP1	15
NECTIN4	0
UFC1	0
PPOX	32
FCGR2A	98
NUF2	8
RGS5	8
SDHC	14
PFDN2	1
NR1I3	30
USP21	10
F13B	4
PRCC	0
FCRL5	2
RRNAD1	0
MRPL24	0
PIGM	1
CASQ1	5
ISG20L2	1
CRABP2	15
HDGF	8
ABL2	42
XPR1	1
RGS16	12
TOR1AIP1	0
FAM163A	0
HMCN1	3
RGL1	11
LYPLAL1	0
LHX9	1
PRUNE1	0
RORC	10
TUFT1	4
SF3B4	4
ECM1	10
ZNF687	0
TARS2	1
CGN	3
SNX27	1
SETDB1	12
ADAMTSL4	2
MCL1	75
CTSK	24
RFX5	5
PI4KB	3
PIP5K1A	4
ANP32E	0
MINDY1	0
ANXA9	4
SELENBP1	11
CERS2	9
ENSA	14
SEMA6C	1
MRPL9	0
ARNT	27
POGZ	1
C1orf56	0
OAZ3	1
HORMAD1	11
GOLPH3L	0
GABPB2	2
SYT14	0
KCNH1	1
DTL	2
DYRK3	10
EIF2D	0
INTS7	0
VASH2	0
TAF1A	6
SMYD2	2
SUSD4	0
DUSP10	4
HHIPL2	0
TP53BP2	11
ATP8B2	0
FLG2	0
CRNN	0
ADAM15	6
JTB	7
RAB13	3
S100A8	79
TPM3	4
NUP210L	0
SNAPIN	3
SLC27A3	1
S100A7	55
UBAP2L	0
SLC39A1	0
HAX1	19
CREB3L4	9
EFNA3	8
AQP10	0
KCNN3	2
C1orf43	0
GATAD2B	12
ILF2	13
RIT1	14
INTS3	1
PKLR	29
HCN3	4
FLG	40
ACTA1	24
C1orf131	0
GALNT2	1
TTC13	0
SCCPDH	0
LYST	2
MAP3K21	0
CEP170	1
ACP1	13
SNAP47	1
SRP9	1
NVL	8
SDE2	0
DEGS1	13
FBXO28	0
ARF1	29
LEFTY2	14
CNIH4	3
ITPKB	10
GUK1	14
CDC42BPA	10
CNIH3	4
C1orf35	0
MBOAT2	1
PARP1	65
PSEN2	80
PYCR2	11
LBR	2
WNT9A	0
EPHX1	28
REN	29
SOX13	9
ETNK2	0
PPFIA4	7
PLEKHA6	5
PTPN7	8
SYT2	11
ARL8A	3
OSR1	44
GDF7	31
PDIA6	5
RHOB	19
ATP6V1C2	16
HNRNPLL	2
GALM	2
CAMKMT	0
ABCG8	0
EML4	8
CALM2	7
CHAC2	0
RPS27A	9
WDPCP	0
VPS54	2
REG3G	0
ASXL2	1
ETAA1	1
SNRPG	8
ABHD1	0
MEIS1	2
TRIM43B	0
TRIM43	0
CIAO1	1
ZNF514	0
SNRNP200	0
MRPS5	0
ANKRD53	9
TPRKB	7
NAT8	3
EXOC6B	0
SFXN5	0
TEX261	0
DQX1	0
DUSP11	0
ST6GAL2	0
NPHP1	0
MALL	0
THNSL2	0
RALB	16
C1QL2	0
TMEM177	0
NT5DC4	0
RABL2A	6
SLC20A1	13
FBLN7	0
ZC3H8	6
LIPT1	1
CNGA3	0
FAHD2B	0
LYG1	0
AFF3	0
UBXN4	1
NXPH2	1
SPOPL	0
THSD7B	0
GPR17	2
POLR2D	7
AMMECR1L	0
GALNT13	1
PKP4	12
SCN1A	3
SLC4A10	0
SCRN3	0
LNPK	0
ZNF385B	8
TMEFF2	21
CDCA7	1
DLX1	27
UBR3	7
PHOSPHO2	0
GULP1	0
FAM171B	1
HSPD1	146
CCDC150	0
METTL21A	1
UNC80	0
PTH2R	0
CPO	34
NBEAL1	0
KANSL1L	0
SPAG16	0
ABCA12	0
SUMF1	1
NYAP2	0
RHBDD1	0
ACKR3	0
TRPM8	3
HES6	6
ESPNL	0
ANKMY1	0
COPS7B	2
DIS3L2	2
CPNE9	0
FANCD2	21
TAMM41	0
VGLL4	0
RAB5A	37
RETREG2	0
CTDSP1	9
CNOT9	0
MARCH4	0
STK11IP	0
GMPPA	7
GRIP2	0
EAF1	1
CNTN4	2
DYNC1LI1	15
RBMS3	10
GADL1	0
OSBPL10	0
POMGNT2	0
ACKR2	1
FAM198A	0
CSRNP1	11
SLC25A38	0
ITGA9	11
SLC22A14	0
GOLGA4	0
CTDSPL	2
STAC	10
IQSEC1	0
CAND2	0
RPL32	7
PTPRG	0
IL17RD	3
SHQ1	0
SLC25A26	0
UBA3	1
ARL6IP5	1
TMF1	5
LRIG1	23
LRTM1	1
AC073896.1	0
LIMD1	1
ZNF660	0
NFKBIZ	2
COL8A1	0
NXPE3	1
ADGRG7	0
MYH15	0
PHLDB2	0
ABHD10	0
TAGLN3	9
PLA1A	0
RABL3	1
ADPRH	3
IGSF11	5
ATG3	24
NR1I2	12
BOC	2
SRPRB	8
TMEM108	0
AGTR1	10
MED12L	0
EIF2A	52
ALDH1L1	34
OSBPL11	8
TRPC1	30
NCEH1	0
SPATA16	0
FAM86B2	0
LPP	9
TMEM44	0
RUBCN	0
AMT	2
TCTA	0
NICN1	38
UCN2	24
DCAF1	29
MANF	647
CCDC39	0
STXBP5L	0
EAF2	1
ILDR1	0
TM4SF19	0
MUC4	48
SLIT2	3
EIF2B5	2
AHSG	19
ECE2	1
VWA5B2	0
DGKQ	2
FIP1L1	2
SLC26A1	1
LYAR	2
CENPC	6
EPHA5	19
CORIN	10
ATP10D	0
OCIAD2	0
SLC10A4	0
SLC10A6	3
SCD5	0
PLAC8	0
ENOPH1	11
CABS1	1
GC	52
TRMT10A	0
KLHL8	0
SNCA	110
PYURF	0
TBCK	2
CAMK2D	20
CISD2	1
DDIT4L	3
ANK2	6
TIFA	0
SPATA5	0
FABP2	8
CCNA2	22
METTL14	3
USP53	0
SETD7	28
NAF1	3
MARCH1	6
SFRP2	3
RPS3A	4
RNF175	2
PDGFC	0
CBR4	0
GLRA3	0
CYP4V2	1
ROPN1L	3
NDUFS6	0
MARCH6	8
NKD2	0
CDH18	8
ADAMTS16	0
SRD5A1	1
MYO10	4
FAM105A	0
RPL37	0
SKP2	9
OSMR	4
UGT3A1	1
PLK2	1
SHISAL2B	0
GZMA	181
PIK3R1	45
HAPLN1	7
LHFPL2	0
SSBP2	2
BHMT	28
ANKRD31	0
IQGAP2	13
CRHBP	4
RASA1	56
LIX1	0
GIN1	0
PPIP5K2	0
PAM	0
BDP1	2
GTF2H2	6
SLC30A5	5
BTF3	16
FBXL17	5
SPATA9	0
TSLP	10
TNFAIP8	0
FEM1C	0
COMMD10	0
ATG12	16
MEGF10	1
ADAMTS19	0
YIPF5	0
ARHGAP26	1
CXCL14	3
LECT2	6
SLC25A48	1
DDX46	0
IL9	12
TIMD4	0
RNF145	0
C1QTNF2	8
GABRA6	0
GABRB2	1
FBXO38	0
SPINK7	1
PCYOX1L	1
GLRA1	15
TNIP1	284
G3BP1	18
ZNF300	0
N4BP3	0
NHP2	2
RMND5B	0
BOD1	1
CPLX2	1
TENM2	0
KCNMB1	0
FAM50B	0
MYLK4	1
FAM217A	0
TBC1D7	0
FARS2	2
GFOD1	0
CDKAL1	2
PSD2	1
LRRTM2	1
ZMAT2	3
GFRA3	1
KLHL3	0
DCDC2	0
SLC17A4	1
HIST1H2BA	2
KAAG1	0
TRIM7	0
TRIM41	0
HIGD2A	0
FAM193B	0
PLA2G7	15
TNFRSF21	45
RNF44	0
MUT	10
RASGEF1C	10
DOK3	0
ABT1	0
PPP1R18	0
DAAM2	1
PRIM2	11
MLIP	0
HMGCLL1	1
LGSN	0
FGD2	1
SCUBE3	3
ANO7	0
CRIP3	0
TTBK1	0
TCTE1	0
RPL7L1	1
NFKBIE	6
CYP39A1	0
TPBG	15
IRAK1BP1	0
PHIP	5
PRSS35	1
MMS22L	1
FAXC	0
GABRR1	0
PNRC1	0
PM20D2	0
RARS2	1
SCML4	0
TBC1D32	0
CLVS2	0
GPR6	0
RNF217	1
RSPO3	4
ARHGAP18	0
TAAR2	0
TAAR6	1
TAAR8	0
ABRACL	0
TAAR1	14
SLC18B1	0
MTFR2	0
SLC2A12	0
SHPRH	13
AIG1	0
DYNLT1	2
TIAM2	8
TMEM181	0
PNLDC1	0
WTAP	5
ZMYM4	0
VIP	29
ARMT1	0
SLC22A3	8
VWDE	0
GNA12	0
C7orf50	0
SDK1	0
CCZ1B	0
C7orf26	0
RBAK	6
CREB5	20
FERD3L	1
EGFR	531
CDCA5	35
IGFBP3	56
PURB	0
IGFBP1	39
SSC4D	0
MDH2	13
POMZP3	9
NIPSNAP2	4
CCT6A	0
PSPH	45
TRIM50	0
ZNF92	9
ATXN7L1	5
TMEM168	0
ASB15	0
C7orf43	0
SLC12A9	81
GIGYF1	6
TRIM4	0
MEPCE	0
ZAN	3
TMEM209	0
AGBL3	0
STRA8	1
ZC3HAV1L	1
TMEM140	0
TLK2	16
EPHA1	45
NOM1	0
CNPY1	0
NCAPG2	0
ASB10	8
NLGN4X	6
SHROOM2	0
RAB19	6
LUC7L2	0
DENND2A	0
CLTRN	0
SH3KBP1	7
TMEM47	0
LANCL3	0
SYTL5	0
CASK	11
KDM6A	2
SPIN2A	1
MSN	77
AKAP4	48
CCNB3	0
HDAC8	19
SLC16A2	0
CXorf36	0
ZNF157	1
ZNF182	9
CHST7	0
KRBOX4	1
NDUFB11	19
ZNF41	32
RAB41	1
ZMYM3	0
TAF1	18
GPR174	0
NONO	15
CCDC120	1
LPAR4	0
EBP	22
AWAT2	1
OGT	6
SNX12	18
ITGB1BP2	5
IL2RG	4
GCNA	0
ZNF711	0
CPXCR1	6
DIAPH2	14
NXF3	2
RIPPLY1	0
PRPS1	2
CXorf57	1
FRMPD3	0
HTR2C	8
DOCK11	3
IGSF1	36
ARHGAP36	0
GPC3	6
GPR119	0
RBMX	0
MCPH1	13
MFHAS1	0
FBXO25	9
FATE1	26
MAGEA4	13
NSDHL	7
ZNF185	2
CETN2	6
RPL10	8
CSGALNACT1	0
ATP6V1B2	13
CCDC25	0
HMBOX1	2
CHRNB3	1
CHRNA6	0
GNRH1	35
BIN3	15
DOK2	8
SLC25A37	1
CHMP7	0
DOCK5	1
STAR	12
PLPBP	0
ERLIN2	2
SNTG1	2
PXDNL	0
ST18	0
RGS20	3
TACC1	1
GOLGA7	9
PLPP5	0
GINS4	0
NSD3	12
DNAJC5B	0
CRH	24
TRIM55	3
ADHFE1	2
MRPS28	2
PMP2	0
LACTB2	9
PRDM14	0
TERF1	51
RPL7	1
SLC26A7	0
PSKH2	0
ATP6V0D2	4
SYBU	1
DPYS	7
MTDH	15
LRP12	2
EBAG9	8
RSPO2	0
POLR2K	2
MAL2	0
EIF3H	10
UTP23	0
NDUFB9	9
TATDN1	0
FAM83A	1
GSDMC	0
FAM135B	0
ZNF7	5
ARHGAP39	0
SLC39A4	0
NAPRT	2
VLDLR	33
AK3	32
UHRF2	6
NFIB	8
CER1	11
PLIN2	7
